GENOME	metH'	cbp	bmt	mttB	gbcAB	Cob_syn_75_perc	mttB-cbp-metH'	domain	phylum	class	order	family	genus	species
WANG22-1_SAMN08714533-S098_MAG_00000038	1	0	1	0	1	1	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Vreelandella	Unknown Vreelandella
WANG22-1_SAMN08714533-S096_MAG_00000059	1	1	1	1	1	0	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Granulosicoccales	Granulosicoccaceae	Granulosicoccus	Unknown Granulosicoccus
WANG22-1_SAMN08714533-S099_MAG_00000027	1	1	1	1	1	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Unknown Rhodobacteraceae	Unknown Rhodobacteraceae
WANG22-1_SAMN08714533-S100_MAG_00000005	1	1	1	1	0	0	1	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Ilumatobacter	Unknown Ilumatobacter
WANG22-1_SAMN08714533-S096_MAG_00000097	1	1	0	0	0	0	0	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rubricoccaceae	Rubrivirga	Unknown Rubrivirga
WANG22-1_SAMN08714533-S097_MAG_00000071	1	1	1	0	1	0	0	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	Unknown Phycisphaera
WANG22-1_SAMN08714533-S097_MAG_00000091	1	0	1	0	0	0	0	Bacteria	Cyanobacteriota	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Phormidesmis	Unknown Phormidesmis
WANG22-1_SAMN08714533-S097_MAG_00000109	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Unknown Cyclobacteriaceae	Unknown Cyclobacteriaceae
WANG22-1_SAMN08714533-S096_MAG_00000100	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Fulvivirga	Unknown Fulvivirga
WANG22-1_SAMN08714533-S097_MAG_00000103	0	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Neolewinella	Unknown Neolewinella
WANG22-1_SAMN08714533-S098_MAG_00000004	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	GCA-2402195	Unknown GCA-2402195
WANG22-1_SAMN08714533-S099_MAG_00000001	1	0	1	0	0	0	0	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_A	Unknown Paenibacillus_A
WANG22-1_SAMN08714533-S103_MAG_00000072	1	1	1	0	1	0	0	Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	UBA1611	NZWG01	Unknown NZWG01
WANG22-1_SAMN08714533-S104_MAG_00000174	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Arcticimaribacter	Arcticimaribacter sp011526285
WANG22-1_SAMN08714533-S102_MAG_00000106	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA8316	Unknown UBA8316
WANG22-1_SAMN08714533-S105_MAG_00000002	1	0	0	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Limisphaerales	AAA164-E04	UBA7971	UBA7971 sp002686885
WEBE19-1_SAMN08181970_MAG_00000007	1	1	1	1	1	0	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	HIMB11	Unknown HIMB11
WEBE19-1_SAMN08181973_MAG_00000095	1	0	1	0	0	0	0	Bacteria	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	RCC307	Unknown RCC307
WEBE19-1_SAMN10854668_MAG_00000084	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	UBA1275	Unknown UBA1275
WEBE19-1_SAMN10854668_MAG_00000096	1	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	CAJXUB01	CAJXUB01 sp913061125
WEBE19-1_SAMN10854668_MAG_00000081	1	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	NS11-12g	UBA9320	MED-G17	Unknown MED-G17
WEBE19-1_SAMN10854668_MAG_00000064	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	HTCC2207	Unknown HTCC2207
WEBE19-1_SAMN08181972_MAG_00000002	0	0	1	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	SAR86	TMED112	TMED112	Unknown TMED112
WEBE19-1_SAMN10854668_MAG_00000057	1	0	0	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Coraliomargaritaceae	GCA-2690565	GCA-2690565 sp027620575
WEIG22-1_SAMN23429950_MAG_00000031	1	1	1	1	1	0	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Granulosicoccales	Granulosicoccaceae	GCA-1730015	GCA-1730015 sp023301405
WEIG22-1_SAMN23429952_MAG_00000007	1	1	1	1	1	0	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella	Arenicella sp023301745
WEIG22-1_SAMN23429952_MAG_00000010	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella	Arenicella sp023299895
WEIG22-1_SAMN23429952_MAG_00000001	1	1	1	1	0	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	JALZWD01	JALZWD01 sp023300365
WEIG22-1_SAMN23429953_MAG_00000002	1	1	1	1	0	0	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Granulosicoccales	Granulosicoccaceae	Granulosicoccus	Granulosicoccus sp023300375
WEIG22-1_SAMN23429951_MAG_00000008	1	1	1	1	0	1	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Granulosicoccales	Granulosicoccaceae	Granulosicoccus	Granulosicoccus sp023301795
WEIG22-1_SAMN23429951_MAG_00000018	1	0	0	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae_A	JALZVT01	JALZVT01 sp023300545
WEIG22-1_SAMN23429952_MAG_00000011	1	0	1	0	0	1	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella	Unknown Arenicella
WEIG22-1_SAMN23429949_MAG_00000017	1	1	1	1	0	0	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Maricaulaceae	Hellea	Hellea sp023300105
WEIG22-1_SAMN23429951_MAG_00000023	1	1	1	1	1	0	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Granulosicoccales	Granulosicoccaceae	Granulosicoccus	Granulosicoccus sp023301725
WEIG22-1_SAMN23429950_MAG_00000002	1	1	1	0	1	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Maricaulaceae	CAKZTE01	Unknown CAKZTE01
WEIG22-1_SAMN23429948_MAG_00000007	1	0	0	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Oceaniferula	Oceaniferula sp023301765
WEIG22-1_SAMN23429953_MAG_00000003	1	0	0	0	0	0	0	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Mariniblastus	Mariniblastus sp023300235
WEIG22-1_SAMN23429949_MAG_00000035	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Patiriisocius	Patiriisocius sp023301205
WEIG22-1_SAMN23429950_MAG_00000005	1	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lacinutrix	Lacinutrix sp023299985
WEIG22-1_SAMN23429950_MAG_00000035	1	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Olleya	Olleya sp023300575
WEIG22-1_SAMN23429952_MAG_00000029	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Dokdonia	Dokdonia sp023299935
WEIG22-1_SAMN23429950_MAG_00000047	0	0	0	0	1	0	0	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	JALZUU01	JALZUU01 sp023300665
WEIG22-1_SAMN23429952_MAG_00000012	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	Erythrobacter sp023299945
WEIG22-1_SAMN23429950_MAG_00000020	1	0	0	0	0	0	0	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	JALZUQ01	JALZUQ01	JALZUQ01 sp023301465
WEIG22-1_SAMN23429949_MAG_00000030	1	0	0	0	0	0	0	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	JALZUO01	JALZUO01	JALZUO01 sp023301565
WEIG22-1_SAMN23429950_MAG_00000040	1	0	0	0	0	0	0	Bacteria	Bdellovibrionota	UBA2361	SZUA-149	SZUA-149	Unknown SZUA-149	Unknown SZUA-149
WEIG22-1_SAMN23429950_MAG_00000018	0	0	0	0	0	0	0	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	JAMLIO01	JALZUR01	JALZUR01 sp023301025
WEIG22-1_SAMN23429949_MAG_00000040	1	0	1	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	WTJZ01	WTJZ01 sp023301545
WEIG22-1_SAMN23429949_MAG_00000016	1	0	1	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	SW10	SW10 sp023299815
WEIG22-1_SAMN23429949_MAG_00000009	1	0	1	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	SW10	SW10 sp023300065
WEIG22-1_SAMN23429949_MAG_00000018	1	0	0	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Rubritalea	Rubritalea sp023300205
WEIG22-1_SAMN23429950_MAG_00000036	1	0	0	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Rubritalea	Rubritalea sp023301335
WEIG22-1_SAMN23429950_MAG_00000051	1	0	0	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Rubritalea	Unknown Rubritalea
WEIG22-1_SAMN23429950_MAG_00000046	1	0	0	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Oceaniferula	Oceaniferula sp023301645
WILS17-1_SAMN07224095_MAG_00000003	1	0	1	0	0	0	0	Bacteria	Cyanobacteriota	Vampirovibrionia	LMEP-6097	LMEP-6097	DT-14	DT-14 sp022447685
WILS17-1_SAMN21216436_MAG_00000024	1	1	1	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella	Arenicella sp022447525
WILS17-1_SAMN21216437_MAG_00000017	1	1	1	1	1	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Shimia	Shimia sp022448905
WILS17-1_SAMN21216435_MAG_00000020	1	0	1	0	0	1	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	JAKVAQ01	JAKVAQ01 sp022447665
WILS17-1_SAMN21216438_MAG_00000001	1	1	1	0	0	0	0	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	JAKVBY01	JAKVBY01 sp022446825
WILS17-1_SAMN21216436_MAG_00000021	1	1	1	0	0	0	0	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	S139-18	S139-18 sp022447225
WILS17-1_SAMN21216437_MAG_00000022	0	1	1	0	0	0	0	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	UBA12567	UBA12567 sp022446905
WILS17-1_SAMN21216437_MAG_00000015	1	1	1	0	0	0	0	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	JAKVBQ01	JAKVBQ01 sp022447205
WILS17-1_SAMN21216439_MAG_00000026	1	0	0	0	1	0	0	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	JALEHC01	JALEHC01 sp022448955
WILS17-1_SAMN21216436_MAG_00000044	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	JAKVAV01	JAKVAV01 sp022448105
WILS17-1_SAMN21216436_MAG_00000016	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	M30B41	M30B41 sp022447625
WILS17-1_SAMN21216437_MAG_00000014	1	0	0	0	0	0	0	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	GCA-002718515	GCA-002718515 sp022447165
WILS17-1_SAMN21216438_MAG_00000008	0	0	0	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	JABSRG01	JABSRG01	JABSRG01 sp013215165
WILS17-1_SAMN21216439_MAG_00000034	1	0	1	0	1	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum sp022448525
WIND23-1_Gp0561257-S001_MAG_00000041	1	1	1	0	0	1	0	Bacteria	Pseudomonadota	Alphaproteobacteria	CADEGL01	CADEGL01	JABIRQ01	Unknown JABIRQ01
WIND23-1_Gp0561256-S001_MAG_00000106	1	1	1	1	0	1	1	Bacteria	Pseudomonadota	Gammaproteobacteria	GCA-001735895	GCA-001735895	GCA-001735895	Unknown GCA-001735895
WIND23-1_Gp0561257-S001_MAG_00000111	0	1	1	0	0	0	0	Bacteria	Chloroflexota	Dehalococcoidia	UBA2963	UBA2963	JAQBVZ01	Unknown JAQBVZ01
WIND23-1_Gp0561256-S001_MAG_00000015	1	1	1	0	0	1	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Devosiaceae	Maritalea	Unknown Maritalea
WIND23-1_Gp0561256-S001_MAG_00000071	1	1	0	1	1	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Sneathiella	Unknown Sneathiella
WIND23-1_Gp0561256-S001_MAG_00000006	1	1	1	1	1	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Unknown Sulfitobacter
WIND23-1_Gp0561256-S001_MAG_00000018	1	1	1	1	0	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Halocyntiibacter_A	Unknown Halocyntiibacter_A
WIND23-1_Gp0561256-S001_MAG_00000079	1	1	1	0	1	1	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas echinoides
WIND23-1_Gp0561257-S001_MAG_00000107	1	1	0	0	1	1	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales_A	UBA2165	GCA-2687515	Unknown GCA-2687515
WIND23-1_Gp0561256-S001_MAG_00000112	1	0	1	0	0	1	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	DSM-6294	Oleispira	Unknown Oleispira
WIND23-1_Gp0561256-S001_MAG_00000144	1	1	1	1	1	0	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Sulfitobacter sp013139555
WIND23-1_Gp0561257-S001_MAG_00000148	1	0	0	0	0	1	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales_A	CAMCUA01	CAMCUA01	Unknown CAMCUA01
WIND23-1_Gp0561257-S001_MAG_00000018	1	1	1	0	0	0	0	Bacteria	Chloroflexota	Dehalococcoidia	UBA2963	UBA2963	CALGTL01	Unknown CALGTL01
WIND23-1_Gp0561257-S001_MAG_00000157	1	1	1	0	0	0	0	Bacteria	Actinomycetota	Actinomycetes	S36-B12	UBA10799	UBA10799	Unknown UBA10799
WIND23-1_Gp0561257-S001_MAG_00000225	1	1	1	0	0	0	0	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	SP202	Unknown SP202
WIND23-1_Gp0561257-S001_MAG_00000058	1	1	1	0	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales_A	JASLLZ01	JASLLZ01	Unknown JASLLZ01
WIND23-1_Gp0561256-S001_MAG_00000041	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas	Unknown Halopseudomonas
WIND23-1_Gp0561257-S001_MAG_00000092	1	0	0	0	1	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	MPNO01	UBA2964	WLWZ01	WLWZ01 sp905182615
WIND23-1_Gp0561257-S001_MAG_00000166	1	0	1	0	1	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Parvicellaceae	CALSMU01	Unknown CALSMU01
WIND23-1_Gp0561257-S001_MAG_00000217	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	CAIVPW01	CAIVPW01	JABHVE01	Unknown JABHVE01
WIND23-1_Gp0561257-S001_MAG_00000033	1	0	1	0	1	0	0	Bacteria	Myxococcota_A	UBA9160	UBA9160	UBA4427	JAZXM01	Unknown JAZXM01
WIND23-1_Gp0561256-S001_MAG_00000108	1	0	0	0	0	0	0	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	GCA-2706205	Unknown GCA-2706205
WIND23-1_Gp0561257-S001_MAG_00000010	1	0	1	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae_A	Unknown Azotimanducaceae_A	Unknown Azotimanducaceae_A
WIND23-1_Gp0561256-S001_MAG_00000005	1	0	0	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae	Alloalcanivorax	Alloalcanivorax sp002389055
WIND23-1_Gp0561257-S001_MAG_00000238	1	0	0	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus	Halioglobus sp028825045
WIND23-1_Gp0561257-S001_MAG_00000046	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	UBA9145	Unknown UBA9145
WIND23-1_Gp0561257-S001_MAG_00000199	0	0	1	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	SAR86	D2472	MED-G78	MED-G78 sp905181955
WIND23-1_Gp0561258-S001_MAG_00000124	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	DSM-6294	Oleibacter	Oleibacter sp002733645
WIND23-1_Gp0561258-S001_MAG_00000025	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	DSM-6294	Bermanella	Unknown Bermanella
WIND23-1_Gp0561257-S001_MAG_00000349	1	1	1	0	1	1	0	Bacteria	Pseudomonadota	Alphaproteobacteria	UBA6615	UBA6615	UBA8079	Unknown UBA8079
WIND23-1_Gp0561257-S001_MAG_00000400	0	0	0	0	0	1	0	Bacteria	Pseudomonadota	Alphaproteobacteria	TMED25	TMED25	Unknown TMED25	Unknown TMED25
WIND23-1_Gp0561258-S001_MAG_00000181	1	0	1	0	1	1	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Rhodoferax	Unknown Rhodoferax
WIND23-1_Gp0561258-S001_MAG_00000087	1	1	1	1	0	0	1	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	UBA10347	UBA10347	Unknown UBA10347
WIND23-1_Gp0561257-S001_MAG_00000262	1	1	1	0	0	0	0	Bacteria	Verrucomicrobiota	Lentisphaeria	JABSQK01	CAJWLW01	Unknown CAJWLW01	Unknown CAJWLW01
WIND23-1_Gp0561257-S001_MAG_00000409	1	1	0	0	0	0	0	Bacteria	Desulfobacterota_D	UBA1144	UBA1144	UBA1144	TMED58	TMED58 sp905181755
WIND23-1_Gp0561257-S001_MAG_00000251	1	1	0	0	0	0	0	Bacteria	Chloroflexota	Dehalococcoidia	UBA2979	UBA2979	GCA-002718395	GCA-002718395 sp003228125
WIND23-1_Gp0561257-S001_MAG_00000378	1	1	0	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Ga0077536	Ga0077536	UBA11873	Unknown UBA11873
WIND23-1_Gp0561257-S001_MAG_00000364	1	1	1	0	0	0	0	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	JAKVBQ01	Unknown JAKVBQ01
WIND23-1_Gp0561257-S001_MAG_00000296	1	1	1	0	1	0	0	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rubripirellula	Rubripirellula sp028823035
WIND23-1_Gp0561258-S001_MAG_00000193	1	1	1	1	0	0	1	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Alpinimonas	Unknown Alpinimonas
WIND23-1_Gp0561257-S001_MAG_00000332	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	SMXQ01	SMXQ01	Unknown SMXQ01	Unknown SMXQ01
WIND23-1_Gp0561257-S001_MAG_00000373	1	0	0	0	0	0	0	Bacteria	Chloroflexota	Dehalococcoidia	UBA2979	UBA2979	UBA6955	Unknown UBA6955
WIND23-1_Gp0561257-S001_MAG_00000346	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	CAIYRG01	Unknown CAIYRG01
WIND23-1_Gp0561270-S001_MAG_00000168	1	1	1	0	0	0	0	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	UBA12567	Unknown UBA12567
WIND23-1_Gp0561270-S001_MAG_00000221	1	1	0	0	1	0	0	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	GCA-2720865	Unknown GCA-2720865
WIND23-1_Gp0561270-S001_MAG_00000209	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	SMXQ01	SMXQ01	SMXQ01	Unknown SMXQ01
WIND23-1_Gp0561270-S001_MAG_00000293	1	0	0	0	1	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	MPNO01	UBA2964	Unknown UBA2964	Unknown UBA2964
WIND23-1_Gp0561260-S001_MAG_00000188	1	1	1	1	1	0	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	CALJFL01	Unknown CALJFL01
WIND23-1_Gp0561260-S001_MAG_00000211	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	DSM-21967	Dasania	Unknown Dasania
WIND23-1_Gp0561259-S001_MAG_00000036	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas	Halopseudomonas laoshanensis
WIND23-1_Gp0561260-S001_MAG_00000144	1	0	0	0	0	1	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	PZPK01	Unknown PZPK01
WIND23-1_Gp0561260-S001_MAG_00000063	1	1	0	1	1	1	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	DSM-21967	Oceanicoccus	Unknown Oceanicoccus
WIND23-1_Gp0561260-S001_MAG_00000192	1	0	1	0	1	1	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	CANLBN01	Unknown CANLBN01
WIND23-1_Gp0561260-S001_MAG_00000029	1	1	1	0	1	0	0	Bacteria	Planctomycetota	UBA1135	UBA1135	GCA-002686595	GCA-2862085	Unknown GCA-2862085
WIND23-1_Gp0561260-S001_MAG_00000124	1	1	1	1	0	1	1	Bacteria	Pseudomonadota	Gammaproteobacteria	GCA-001735895	GCA-001735895	GCA-001735895	Unknown GCA-001735895
WIND23-1_Gp0561260-S001_MAG_00000151	1	1	1	1	0	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	188UL27-1	Unknown 188UL27-1
WIND23-1_Gp0561260-S001_MAG_00000197	1	1	1	1	1	0	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Granulosicoccales	Granulosicoccaceae	Granulosicoccus	Unknown Granulosicoccus
WIND23-1_Gp0561259-S001_MAG_00000056	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	NORP139	NORP139 sp029209985
WIND23-1_Gp0561260-S001_MAG_00000016	1	0	0	0	1	1	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	DSM-6294	Oleispira	Unknown Oleispira
WIND23-1_Gp0561260-S001_MAG_00000127	1	1	1	1	0	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Yoonia	Unknown Yoonia
WIND23-1_Gp0561260-S001_MAG_00000189	1	1	1	1	0	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Dinoroseobacter	Unknown Dinoroseobacter
WIND23-1_Gp0561260-S001_MAG_00000114	1	1	1	1	0	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Yoonia	Yoonia sp028822885
WIND23-1_Gp0561259-S001_MAG_00000085	1	1	1	1	1	1	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	ASP10-02a	Unknown ASP10-02a
WIND23-1_Gp0561260-S001_MAG_00000026	1	1	1	1	1	0	1	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Ilumatobacter_A	Unknown Ilumatobacter_A
WIND23-1_Gp0561260-S001_MAG_00000148	1	1	1	0	0	0	0	Bacteria	Planctomycetota	UBA1135	UBA1135	GCA-002686595	CALBMX01	Unknown CALBMX01
WIND23-1_Gp0561260-S001_MAG_00000179	1	1	1	0	0	0	0	Bacteria	Myxococcota	Bradymonadia	REDH01	REDH01	JACKDJ01	Unknown JACKDJ01
WIND23-1_Gp0561260-S001_MAG_00000032	1	0	1	0	1	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Dokdonia	Unknown Dokdonia
WIND23-1_Gp0561260-S001_MAG_00000070	0	0	0	0	1	0	0	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	JANSWP01	Unknown JANSWP01
WIND23-1_Gp0561260-S001_MAG_00000116	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Urechidicola	Unknown Urechidicola
WIND23-1_Gp0561260-S001_MAG_00000079	1	0	0	0	1	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	Unknown Maribacter
WIND23-1_Gp0561260-S001_MAG_00000223	1	0	1	0	1	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Patiriisocius	Unknown Patiriisocius
